ICO;DATVZN;DATZAN;ICOP;ICON;HLSKNACE;SKNACE;FORMA;DRVLST;USORG;SNU;KATP;KATP13;SIDKRJ;SIDOKR;SIDOBEC;TYPJ;ESU2010;NAZOV;SNAZOV;PRIEZ;MENO;TITPRED;TITZA;SIDUL;SIDSUPCISLO;SIDORCISLO;SIDPSC;SIDPOSTA
30810451;20.11.1992;02.11.2005;;;71200;;321;4;29;610;0;999;SK010;SK0101;SK0101528595;1110;;Štátny dráhový úrad;Štátny dráhový úrad;;;;;Klemensova;;8;81361;Bratislava 1
30810701;01.01.1993;31.12.2500;;30810710;72190;;331;4;38;610;12;10;SK010;SK0104;SK0104529397;1110;13110;Slovenský metrologický ústav;Slovenský metrologický ústav;Kováč;Roman;;;Karloveská;3263;63;84255;Bratislava 4
30810710;01.01.1993;31.12.2500;31753990;;84130;;321;4;38;610;12;999;SK010;SK0101;SK0101528595;1110;13110;Úrad pre normalizáciu, metrológiu a skúšobníctvo Slovenskej republiky;Úrad pre norm.,metrológiu a skúšobníctvo SR;Mihok;prof. Ing. Joze;;53;Štefanovičova;;3;81005;Bratislava 15
30810752;01.01.1993;31.12.2013;;;84130;;321;4;29;610;0;999;SK010;SK0102;SK0102529320;1110;;Letecký úrad Slovenskej republiky;Letecký úrad SR;Mikyska;Otakar;1;;Letisko M. R. Štefánika;;;82305;Bratislava 2
30810761;01.01.1993;31.12.1999;;;52230;;331;4;29;101;0;999;SK010;SK0102;SK0102529320;1100;;Riadenie letovej prevádzky Slovenskej republiky;Riadenie letovej prevádzky Slovenskej republ;;;;;Letisko M.R.Štefánika;;;82307;Bratislava 216
30810779;01.01.1993;01.01.2011;;;84240;;321;4;12;610;0;999;SK010;SK0101;SK0101528595;1110;;Železničná polícia;Železničná polícia;Gaplovský;Tibor;3;;Šancová;;1;81000;Bratislava 1
30810787;01.01.1993;31.12.2500;;;84110;;321;4;37;610;21;999;SK032;SK0321;SK0321508438;1110;13110;Úrad priemyselného vlastníctva Slovenskej republiky;Úrad priemyselného vlastníctva SR;Messinger;Richard;3;;Švermova;1394;43;97404;Banská Bystrica 4
30811031;15.12.1992;31.12.2001;;;;;331;4;15;101;0;999;SK010;SK0101;SK0101528595;1100;;Centrum kupónovej privatizácie;Centrum kupónovej privatizácie;;;;;Kýčerského;;1;81105;Bratislava 1
30811341;18.01.1993;30.06.2004;;;84110;;321;4;26;610;0;999;SK010;SK0101;SK0101528595;1110;;Stály sekretariát Rady Colnej únie;Stály sekretariát Rady Colnej únie;;;;;Cintorínska;;5;81499;Bratislava 1
30811457;01.02.1993;31.12.2500;;681156;84110;;321;4;22;610;6;999;SK010;SK0101;SK0101528595;1110;13110;Centrum pre medzinárodnoprávnu ochranu detí a mládeže;Centrum pre medzinárodnoprávnu ochranu detí;Mátejová;Alena;3;;Špitálska;;8;81499;Bratislava 1
30812950;01.07.1993;31.12.2004;00607428;;;47730;331;4;21;101;0;999;SK010;SK0105;SK0105529460;1100;;Fakultná nemocnica s poliklinikou sv. Cyrila a Metoda Petržalka;FNsP sv. Cyrila a Metoda Petržalka;;;;;Antolská;;1;85107;Bratislava 5
30814456;01.01.1994;31.12.2500;;30845572;86100;47730;331;4;11;101;0;999;SK010;SK0103;SK0103529346;1100;11001;Nemocnica ministerstva obrany;Nemocnica ministerstva obrany;;;;;Cesta mládeže;;1;83101;Bratislava 37
30814502;01.01.1994;31.12.2500;30810701;30810710;84110;;321;4;38;610;6;999;SK010;SK0102;SK0102529311;1110;13110;Slovenský metrologický inšpektorát;Slovenský metrologický inšpektorát;Filo;Radovan;1;;Geologická;;1;82106;Bratislava 214
30815525;01.04.1994;29.12.1998;;;;;331;4;38;610;0;999;SK010;SK0104;SK0104529397;1110;;Technický výbor pre akreditáciu metrologických laboratórií;Technický výbor pre akreditáciu metrologický;;;;;Karloveská;;63;84104;Bratislava 4
30815533;01.05.1994;29.12.1998;;;;;331;4;38;610;0;999;SK010;SK0101;SK0101528595;1110;;Technický výbor pre akreditáciu škúšobných chemických laboratórií;Technický výbor pre akreditáciu škúšobných c;;;;;Radlinského;;9;81237;Bratislava 1
30842336;01.04.1992;28.02.2003;00153729;;71200;;331;4;26;101;0;999;SK010;SK0104;SK0104529397;1100;;LIGNOTESTING;LIGNOTESTING;;;;;Lamačská cesta;;1;83330;Bratislava 27
30840457;01.01.1992;10.07.2004;;;58130;;121;4;20;101;0;999;SK010;SK0101;SK0101528595;1100;;Denník SMENA, a.s.;Denník SMENA, a.s.;Staško;Martin;;;Dostojevského rad;;1;81924;Bratislava 1
30841801;01.01.1992;31.12.2500;;;85322;;321;4;20;610;12;999;SK010;SK0104;SK0104529397;1110;13110;Odborné učilište;Odborné učilište;Kuric;Miroslav;8;;Dúbravská cesta;;1;84529;Bratislava 4
30843758;01.10.1992;31.08.2003;;;72200;;331;4;22;610;0;999;SK010;SK0101;SK0101528595;1110;;Výskumný ústav práce, sociálnych vecí a rodiny;Výskumný ústav práce, sociálnych vecí a rodi;;;;;Špitálska;;6;81241;Bratislava 1
30844029;20.10.1992;31.12.2011;;;84110;;321;4;15;610;0;999;SK010;SK0102;SK0102529320;1110;;Colné riaditeľstvo Slovenskej republiky;Colné riaditeľstvo Slovenskej republiky;;;;;Mierová;;23;81511;Bratislava 1
30844142;01.01.1993;01.01.1999;;;84110;;321;4;38;610;0;999;SK010;SK0104;SK0104529397;1110;;Slovenský ústav technickej normalizácie;Slovenský ústav technickej normalizácie;;;;;Karloveská cesta;;63;84245;Bratislava 4
30844151;07.12.1992;31.12.2500;;;84120;;321;4;99;610;11;999;SK010;SK0101;SK0101528595;1110;13110;Rada pre vysielanie a retransmisiu;Rada pre vysielanie a retransmisiu;Danielová;Marta;8;;Palisády;729;36;81106;Bratislava 1
30844169;01.01.1993;30.09.2001;;;;;331;4;10;610;0;999;SK010;SK0101;SK0101528595;1110;;Správa služieb diplomatickému zboru;Správa služieb diplomatickému zboru;;;;;Palisády;;31;81106;Bratislava 1
30844185;01.01.1993;31.12.2500;;;84110;;321;4;36;610;21;999;SK010;SK0102;SK0102529320;1110;13110;Úrad jadrového dozoru Slovenskej republiky;Úrad jadrového dozoru Slovenskej republiky;Žiaková;Marta;1;51;Bajkalská;;27;82007;Bratislava 27
30844355;01.01.1993;31.12.2013;;;84130;;321;4;29;610;0;999;SK010;SK0101;SK0101528595;1110;;Telekomunikačný úrad Slovenskej republiky;Telekomunikačný úrad Slovenskej republiky;Luknár;Milan;1;;Továrenská;;7;81006;Bratislava 16
30844363;01.01.1993;31.12.2500;;;84110;;321;4;42;610;21;999;SK010;SK0101;SK0101528595;1110;13110;Správa štátnych hmotných rezerv Slovenskej republiky;Správa štátnych hmotných rezerv SR;Kičura;Kajetán;3;;Pražská;;29;81263;Bratislava 1
30844592;01.01.1993;28.07.1998;00003859;;;;501;4;29;101;0;999;SK010;SK0103;SK0103529346;9100;;Slovenské telekomunikácie, š.p., Technická ústredňa telekomunikácií Bratislava;Slovenské telekomunikácie, š.p., Technická ú;;;;;Kukučínova;;52;83103;Bratislava 3
30844738;01.01.1993;13.09.2000;00003859;;;;501;4;29;101;0;999;SK010;SK0103;SK0103529346;9100;;Slovenská pošta, š.p., Technická ústredňa pôšt Bratislava;Slovenská pošta, š.p., Technická ústredňa pô;;;;;Kukučínova;;52;83103;Bratislava 3
30844789;01.01.1993;31.12.2500;36066869;;64110;;311;4;99;410;31;999;SK010;SK0101;SK0101528595;1100;12100;NÁRODNÁ BANKA SLOVENSKA;NÁRODNÁ BANKA SLOVENSKA;Makúch;Jozef;;53;Imricha Karvaša;6851;1;81325;Bratislava 1
30844860;01.01.1993;30.09.2004;;;;;501;4;29;101;0;999;SK010;SK0105;SK0105529460;9100;;Slovenská pošta, štátny podnik Výpočtová a kontrolná ústredňa pôšt, Bratislava;Slovenská pošta š.p., VAKUP;Fecko;Jaroslav;1;;Starohájska;;6;85505;Bratislava 5
30844878;11.02.1993;31.12.2500;;;84110;;321;4;99;610;24;999;SK010;SK0102;SK0102529320;1110;13110;Najvyšší kontrolný úrad Slovenskej republiky;Najvyšší kontrolný úrad Slovenskej republiky;Mitrík;Karol;1;;Priemyselná;;2;82473;Bratislava 26
30845157;02.03.1993;31.12.2500;;;84110;;321;4;99;610;12;999;SK010;SK0101;SK0101528595;1110;13110;Kancelária prezidenta SR;Kancelária prezidenta SR;Rozkopál;Štefan;;;Hodžovo nám.;;1;81000;Bratislava 1
30845190;01.01.1993;31.12.2500;;686832;85590;;331;4;26;101;0;999;SK010;SK0103;SK0103529346;1100;11001;Inštitút zahraničného obchodu a vzdelávania;Inštitút zahraničného obchodu a vzdelávania;;;;;Nobelova;;16;83614;Bratislava 33
30845301;28.08.1997;31.12.2500;;;94110;;751;4;99;610;24;10;SK010;SK0102;SK0102529320;1110;13110;Slovak Business Agency;Slovak Business Agency;Holák;Martin;16;53;Miletičova;561;23;82109;Bratislava 3
30845572;01.01.1993;31.12.2500;00305201;;84220;;321;4;11;610;36;999;SK010;SK0103;SK0103529346;1110;13110;Ministerstvo obrany Slovenskej republiky;Ministerstvo obrany Slovenskej republiky;Gajdoš;Peter;1;;Kutuzovova;258;8;83247;Bratislava 3
31094970;01.07.1997;31.12.2500;;164381;85420;;382;4;20;610;23;10;SK032;SK0321;SK0321508438;1110;13110;Akadémia umení v Banskej Bystrici;Akadémia umení v B.Bystrici;Oľha;Matúš;16;;Jána Kollára;;22;97401;Banská Bystrica 1
31095020;16.08.1996;31.08.2001;;;85329;;321;4;66;610;0;999;SK032;SK032D;SK032D516589;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Hlaváč;Jaroslav;16;;Jilemnického;;1282;96501;Žiar nad Hronom 1
31095704;16.08.1996;31.08.2014;;;85200;;321;4;20;610;0;999;SK032;SK032A;SK032A516465;1110;13110;Špeciálna základná škola internátna vo Veľkej Čalomiji;Špeciálna základná škola internátna;Šimko;Jozef;16;;Veľká Čalomija;;63;99109;Veľká Čalomija
31102344;01.12.1991;25.08.2000;;;;;501;4;26;101;0;999;SK031;SK0315;SK0315510963;9100;;MIER, štátny podnik Topolčany, odštepný závod rekreačných služieb Račková dolina;MIER, štátny podnik Topolčany, odštepný závo;;;;;Račková dolina;;;03242;Pribylina
31116001;24.07.1996;31.12.2500;;;87900;;321;4;22;610;11;999;SK022;SK0222;SK0222513156;1110;13110;Detský domov;Detský domov;Lengyelová;Milena;16;;Ilava - Klobušice, M. Nešpora;104;16;01901;Ilava - Klobušice
31116019;24.07.1996;31.12.2010;;;87900;;321;4;22;610;0;999;SK022;SK0226;SK0226513008;1110;;Detský domov;Detský domov;;;;;Domaniža;;227;01816;Domaniža
31116175;01.01.1997;31.12.2500;;;85200;;321;4;20;610;12;999;SK022;SK0226;SK0226512842;1110;13110;Spojená škola internátna, SNP 1653/152, Považská Bystrica;Spojená škola internátna, SNP 1653/152;Saksa;Dušan;16;;SNP;1653;152;01701;Považská Bystrica 1
31116183;01.01.1997;31.12.2500;34058940;;85200;;321;4;20;610;12;999;SK022;SK0227;SK0227513881;1110;13110;Spojená škola internátna;Spojená škola internátna;Beláčková;Anna;16;;Úzka;;2;97101;Prievidza 1
31116281;01.01.1997;01.07.2001;;;85329;;331;4;63;101;0;999;SK022;SK0226;SK0226512842;1100;;Stredisko praktického vyučovania pri š.p. SAD Považská Bystrica;Stredisko praktického vyučovania pri SAD P.B;Kubiš;Štefan;;;Považská Bystrica;;;01701;Považská Bystrica 1
31116451;24.07.1996;31.08.1999;;;85329;;331;4;99;101;0;999;SK022;SK0224;SK0224506338;1100;;Stredisko praktického vyučovania pri SAD Nové Mesto nad Váhom;Stredisko praktického vyučovania pri SAD Nov;Mikulec;Ján;;;Trenčianska;;1189;91501;Nové Mesto nad Váhom
31118259;01.07.1997;31.12.2500;;164381;85420;;382;4;20;610;24;10;SK022;SK0229;SK0229505820;1110;13110;Trenčianska univerzita Alexandra Dubčeka v Trenčíne;Trenčianska univerzita A. Dubčeka v Trenčíne;Habánik;Ing. Jozef;71;53;Študentská;;2;91150;Trenčín 1
31119069;01.09.1997;31.12.2007;;;85590;;321;4;20;610;0;999;SK022;SK0229;SK0229505820;1110;;Metodicko-pedagogické centrum v Trenčíne;Metodicko-pedagogické centrum v Trenčíne;Dreisigová;Mária;17;;Pod Sokolicami;;14;91101;Trenčín 1
31119221;01.09.1998;31.08.2001;;;85329;;321;4;63;610;0;999;SK022;SK0223;SK0223504581;1110;;Stredná poľnohospodárska škola;Stredná poľnohospodárska škola;Mizeráková;Janka;1;;Novomestská;153;7;90701;Myjava 1
31193501;01.01.1997;29.12.1998;;;;;331;4;38;610;0;999;SK023;SK0233;SK0233500011;1110;;Technický výbor pre akreditáciu inšpekčných orgánov;Technický výbor pre akreditáciu inšpekčných;Šutek;Ľubomír;1;51;Štúrova;;149;94901;Nitra 1
31201652;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;Základná škola v Prievidzi;Základná škola v Prievidzi;Vojačeková;Daniela;16;;Malonecpalská;206;37;97101;Prievidza 1
31201679;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;II. Základná škola v Prievidzi;II. Základná škola v Prievidzi;Aradyová;Anna;16;;Sama Chalupku;310;10;97101;Prievidza 1
31201687;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;III. Základná škola v Prievidzi;III. Základná škola v Prievidzi;Poliak;Peter;16;;Sama Chalupku;312;12;97101;Prievidza 1
31201709;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;Základná škola v Prievidzi;Základná škola v Prievidzi;Dušičková;Viera;16;;Energetikov;242;39;97101;Prievidza 1
31201717;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;Základná škola v Prievidzi;Základná škola v Prievidzi;Spišiak;Jozef;16;;Rastislavova;416;4;97101;Prievidza 1
31201750;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227514225;1110;;Základná škola v Nitrianskom Pravne;Základná škola v Nitrianskom Pravne;Rybárová;Alena;16;;Školská;370;19;97213;Nitrianske Pravno
31201776;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227513997;1110;;Základná škola v Handlovej;Základná škola v Handlovej;Šramko;Peter;16;;Mierové námestie;255;27;97251;Handlová
31201792;01.01.1998;31.12.2001;;;;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;Základná umelecká škola Ľ. Stančeka v Prievidzi;Zákl.umelecká škola Ľ. Stančeka v Prievidzi;Krško;Jozef;16;;Rastislavova;;13;97101;Prievidza 1
31202292;01.01.1998;31.08.2005;;;;;321;4;20;610;0;999;SK022;SK0222;SK0222513440;1110;;Špeciálna základná škola;Špeciálna základná škola;Višňovská;Magdaléna;17;;Jilemnického;12;5;01851;Nová Dubnica
31203051;01.09.1998;01.09.2000;;;85329;;321;4;63;610;0;999;SK022;SK0228;SK0228513610;1110;;Hotelová akadémia;Hotelová akadémia;Váňová;Anna;1;;1. mája;;1264;02029;Púchov 1
31203094;01.09.1998;31.08.2001;;;85329;;321;4;63;610;0;999;SK022;SK0222;SK0222513598;1110;;Stredná poľnohospodárska škola;Stredná poľnohospodárska škola;Kučera;Ivan;16;;Pruské;;294;01852;Pruské
31203108;01.09.1998;01.09.2000;;;85329;;321;4;63;610;0;999;SK022;SK0229;SK0229505820;1110;;Hotelová akadémia;Hotelová akadémia;Nápoký;Milan;1;;P. Jilemnického;;24;91125;Trenčín 1
31203205;01.09.1998;31.08.2001;;;85329;;321;4;63;610;0;999;SK022;SK0224;SK0224506338;1110;;Obchodná akadémia;Obchodná akadémia;Topolčányová;Elena;1;;Tematínska;;1;91501;Nové Mesto nad Váhom
31203680;01.07.1997;20.03.2002;;;;;321;4;20;610;0;999;SK022;SK0229;SK0229505820;1110;;Fakulta mechatroniky v Trenčíne;Fakulta mechatroniky v Trenčíne;Ragula;Vladimír;1;;Študentská;;1;91150;Trenčín 1
31203698;01.07.1997;20.03.2002;;;;;321;4;20;610;0;999;SK022;SK0229;SK0229505820;1110;;Fakulta špeciálnej techniky v Trenčíne;Fakulta špeciálnej techniky v Trenčíne;Gardian;Zdenko;1;;Študentská;;1;91150;Trenčín 1
31262201;01.01.1998;21.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423599883;1110;;Základná škola Košice;Základná škola Košice;Papáčová;Ľudmila;16;;Janigova;;;04011;Košice 11
31262228;01.01.1998;01.07.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423598224;1110;;Základná škola Košice;Základná škola Košice;Kropok;Milan;16;;Trebišovská;;10;04011;Košice 11
31262244;01.01.1998;20.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423599883;1110;;Základná škola Košice;Základná škola Košice;Šárik;Juraj;;;Lechkého;;1;04011;Košice 11
31262279;01.01.1998;22.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423599883;1110;;Základná škola Košice;Základná škola Košice;Kišidaj;Rastislav;16;;Drábova;;3;04011;Košice 11
31262309;01.01.1998;19.06.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423599841;1110;;Základná škola Košice;Základná škola Košice;Ferčíková;Ľuboslava;6;;Mládežnícka;;3;04015;Košice 15
31262317;01.01.1998;27.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423599972;1110;;Základná škola Košice;Základná škola Košice;Šotterová;Viera;17;;Podjavorinskej;;1;04011;Košice 11
31262350;01.01.1998;22.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423598224;1110;;Základná škola Košice;Základná škola Košice;Oravcová;Katarína;;;Kežmarská;;28;04011;Košice 11
31262376;01.01.1998;24.06.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423598224;1110;;Základná škola Košice;Základná škola Košice;Lišková;Viera;16;;Petzvalova;;4;04011;Košice 11
31262392;01.01.1998;01.03.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423598224;1110;;Základná škola Košice;Základná škola Košice;Reiprichová;Edita;17;;Bernolákova;;16;04011;Košice 11
31262627;01.01.1998;27.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423598224;1110;;Základná škola na Považskej ulici v Košiciach;Základná škola na Považskej ulici v Košiciac;Cicoňová;Iveta;16;;Považská;;12;04011;Košice 11
31262759;01.01.1998;20.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423598224;1110;;Základná škola Kežmarská 30 Košice;Základná škola Kežmarská 30 Košice;Sedláková;Mária;;;Kežmarská;;30;04011;Košice 11
31262872;01.01.1998;26.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423598216;1110;;Základná škola Myslava;Základná škola Myslava;Kuruc;Ján;;;Myslavská;;401;04016;Košice 16
31262899;01.01.1998;28.02.2002;;;;;321;4;68;610;0;999;SK042;SK0423;SK0423599883;1110;;Základná škola Košice;Základná škola Košice;Fuziová;Edita;16;;Čordákova;;50;04011;Košice 11
31263178;01.01.1998;31.12.2500;;;85200;;321;4;20;610;11;999;SK042;SK0425;SK0425599816;1110;13110;Špeciálna základná škola;Špeciálna základná škola;Valenčáková;Jana;16;;Rovníková;;11;04012;Košice 12
31269494;10.07.1998;31.12.2000;;;;;331;4;20;610;0;999;SK042;SK0427;SK0427522279;1110;;Pobočka Fakulty masmediálnej komunikácie Univerzity Sv. Cyrila a Metóda v Trnave;Pobočka FMK UCM;Cupák;František;1;51;Okružná;36;57;07101;Michalovce 1
31275311;02.10.1998;01.04.2002;;;;;321;4;20;610;0;999;SK042;SK0422;SK0422598151;1110;;Fakulta umení Technickej univerzity v Košiciach;Fakulta umení TU v Košiciach;Urban;Koloman;1;;Letná;;9;04200;Košice 1
31275818;01.11.1998;01.04.2002;;;;;321;4;20;610;0;999;SK042;SK0422;SK0422598186;1110;;Fakulta verejnej správy UPJŠ v Košiciach;Fakulta verejnej správy UPJŠ v Košiciach;Podhradský;Dušan;1;52;Moyzesova;;50;04001;Košice 1
31297111;01.01.1999;31.12.2500;;165182;91020;;331;4;24;610;12;10;SK042;SK0422;SK0422598186;1110;13110;Slovenské technické múzeum;Slovenské technické múzeum;Labanič;Eugen;1;;Hlavná;;88;04001;Košice 1
31295029;01.01.1999;01.11.2011;;;84130;;321;4;27;610;0;999;SK042;SK0422;SK0422598186;1110;;Krajská veterinárna a potravinová správa Košice;Krajská veter.a potravin.správa Košice;Juriš;Peter;5;51;Masarykova;;18;04001;Košice 1
31295070;01.01.1999;31.12.2500;;156426;84130;82990;321;4;27;610;6;999;SK042;SK0425;SK0425599824;1110;13110;Regionálna veterinárna a potravinová správa Košice-okolie;Region.veter.a potr.správa Košice-okolie;Horváthová;Jarmila;5;;Kukučínova;;24;04001;Košice 1
31295088;08.12.1998;01.04.2000;;;;;321;4;27;610;0;999;SK042;SK0422;SK0422598151;1110;;Regionálna veterinárna správa Košice II;Regionálna veterinárna správa Košice II;Fedák;Andrej;5;;Hlinkova;1;c;04001;Košice 1
31295118;01.01.1999;31.12.2500;;156426;84130;;321;4;27;610;6;999;SK042;SK042B;SK042B528099;1110;13110;Regionálna veterinárna a potravinová správa Trebišov;Regionálna veterinárna a potravinová správa;Geci;Ján;5;;Bottova;;2;07501;Trebišov 1
31295151;01.01.1999;31.12.2500;;156426;84130;;321;4;27;610;6;999;SK042;SK042A;SK042A526355;1110;13110;Regionálna veterinárna a potravinová správa Spišská Nová Ves;Region.vet.a potr. správa Sp.Nová Ves;Holeva;Ľubomír;5;;Duklianska;;46;05201;Spišská Nová Ves 1
31295169;01.01.1999;31.12.2500;;156426;84130;;321;4;27;610;7;999;SK042;SK0422;SK0422598151;1110;13110;Regionálna veterinárna a potravinová správa Košice - mesto;Reg.veterin.a potrav.správa Košice-mesto;Šalitroš;Vladimír;5;51;Hlinkova;1;C;04001;Košice 1
31295207;01.01.1999;31.12.2500;;156426;84130;;321;4;27;610;7;999;SK042;SK0427;SK0427522279;1110;13110;Regionálna veterinárna a potravinová správa Michalovce;Regionálna veterinárna a potravinová správa;Eštok;Michal;5;;Sama Chalupku;22;;07101;Michalovce 1
31295231;01.01.1999;31.12.2500;;156426;84130;;321;4;27;610;6;999;SK042;SK0428;SK0428525529;1110;13110;Regionálna veterinárna  a potravinová správa Rožňava;Reg. vet. a potrav. správa Rožňava;Kerpán;Ladislav;5;;Južná;;43;04801;Rožňava 1
31295321;01.01.1999;01.04.2000;;;;;321;4;27;610;0;999;SK042;SK0422;SK0422598151;1110;;Regionálna veterinárna správa Košice I.;Regionálna veterinárna správa Košice I.;Naď;Oto;5;;Hlinkova;1;C;04002;Košice 1
31295339;01.01.1999;01.04.2000;;;;;321;4;27;610;0;999;SK042;SK0422;SK0422598151;1110;;Regionálna veterinárna správa Košice III.;Regionálna veterinárna správa Košice III.;Kmec;Jaroslav;5;;Hlinkova;1;C;04002;Košice 1
31295401;01.01.1999;31.03.2000;;;;;321;4;27;610;0;999;SK042;SK0421;SK0421526509;1110;;Regionálna veterinárna správa Gelnica;Regionálna veterinárna správa Gelnica;Gajdoš;Milan;5;;Slovenská;;42;05601;Gelnica
31295410;01.01.1999;31.03.2000;;;;;321;4;27;610;0;999;SK042;SK0429;SK0429523089;1110;;Regionálna veterinárna správa Sobrance;Regionálna veterinárna správa Sobrance;Štunda;Juraj;5;;Tyršova;;12;07301;Sobrance
31298028;01.04.1999;31.12.2500;;;85200;85590;321;4;20;610;12;999;SK042;SK0422;SK0422598186;1110;13110;Spojená škola, Vojenská 13, Košice s organizačnými zložkami: Špeciálna základná škola, Vojenská 13, Košice a Praktická škola, Vojenská 13,Košice;Spojená škola, Vojenská 13, Košice;Baková;Iveta;16;;Vojenská;;13;04001;Košice 1
